PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
Mock_1_readcount	-104.511634173943	134.082133355493	-16.4012439605303	2.90288821418147	-1.80185630999772	2.02144602066956	8.68253590583651	-113.450463709842	-1.15102035297713e-12
Mock_2_readcount	-163.953289341362	26.8705670941135	-6.62051537494565	1.28936099518808	16.6036083098657	10.0334169529945	112.305895723624	58.2237982874962	4.04491016554745e-12
Mock_3_readcount	-116.766684365464	128.678963528147	-12.5359292763769	0.263511268679637	-12.4436255186749	-6.92687542243735	-102.452280543028	63.2608213314142	-3.43709627680924e-12
NT_1_readcount	-17.9794797585614	-101.215808143811	97.390435922384	0.247925099617744	124.701288022942	11.6907571286072	-29.6212156233776	-11.6359163468837	2.47355442877482e-12
NT_2_readcount	-27.5537758302297	-133.755423429622	29.9642426839553	1.24236521724371	-90.9943211469182	106.741124260009	-14.6523585883567	-9.05651904932537	1.03832743726835e-12
NT_3_readcount	-26.7912607234529	-123.953999090111	24.6322779072542	-7.88369977907867	-58.9644023697788	-131.151962565419	-0.734157736291455	-9.04969961458533	5.1474000165334e-12
T_1_readcount	233.67794304943	137.060227402161	97.5926033280331	15.0186303776091	-27.2004728611885	-1.77714512605768	28.0284492174197	15.9657186262626	-1.67023632846196e-12
T_2_readcount	105.676212311268	-47.910792461051	-117.022867692094	126.962377971549	26.3253936323459	0.570541845809822	-2.85472663991341	2.78932592734089	-3.44401671979446e-12
T_3_readcount	118.201968832297	-19.8558682553078	-96.9990035376878	-140.043359364984	23.7743882414094	8.79869690582174	1.29785828407398	2.95293454812506	-3.01937869068888e-12
