Mock_mean_up	NT_mean_up	T_mean_up	Check_Mock_NT_up	Check_Mock_T_up	Checkreverse
ENSG00000179532	-1.15309958436662	0.629190189219683	0.523909395146937	1	1	1
ENSG00000179832	-1.14360094660854	0.433479628211976	0.71012131839656	1	1	0
ENSG00000179841	-1.13845444368309	0.736383166227826	0.402071277455264	1	1	1
ENSG00000179846	-1.09628731200747	0.862174860103863	0.234112451903608	1	1	1
ENSG00000179902	-1.10341034001134	0.256977810965065	0.846432529046272	1	1	0
ENSG00000180096	-1.13941705537844	0.731870731776786	0.407546323601658	1	1	1
ENSG00000180245	-1.14084753290914	0.415988731597392	0.724858801311753	1	1	0
ENSG00000180336	-1.15467247731646	0.584307794862021	0.570364682454439	1	1	1
ENSG00000180353	-1.09108845984347	0.87287354360644	0.218214916237033	1	1	1
ENSG00000180423	-1.13966973779728	0.409009912620696	0.730659825176587	1	1	0
ENSG00000180481	-1.06460675673105	0.919549217777583	0.145057538953465	1	1	1
ENSG00000180574	-0.770298184139542	-0.359821062119976	1.13011924625952	1	1	0
ENSG00000180592	-1.14858700128689	0.471527137683148	0.677059863603745	1	1	0
ENSG00000180616	-1.11445920959821	0.295532255545622	0.818926954052588	1	1	0
ENSG00000180881	-1.14548596070857	0.698824046992688	0.44666191371588	1	1	1
ENSG00000180884	-1.04875437737534	0.942809610892314	0.105944766483029	1	1	1
ENSG00000180938	-1.14697327675378	0.688982208895926	0.457991067857857	1	1	1
ENSG00000181016	-1.15341360819917	0.623906235406777	0.529507372792397	1	1	1
ENSG00000181392	-0.986494510380254	-0.0264848255420687	1.01297933592232	1	1	0
ENSG00000181481	-1.14454552091836	0.70460440032394	0.439941120594416	1	1	1
ENSG00000181722	-1.10824155669451	0.834924070727348	0.273317485967159	1	1	1
ENSG00000181798	-1.15205342456738	0.64370004681759	0.508353377749785	1	1	1
ENSG00000182183	-1.15455384154435	0.593216501424833	0.56133734011952	1	1	1
ENSG00000182185	-1.10704080278537	0.83785382490501	0.269186977880363	1	1	1
ENSG00000182272	-1.15436568491139	0.553101747707045	0.601263937204345	1	1	0
ENSG00000182308	-1.10180747786677	0.850094666749806	0.251712811116963	1	1	1
ENSG00000182326	-1.15307783654926	0.629535400649916	0.523542435899347	1	1	1
ENSG00000182329	-1.12202414772834	0.797224603032028	0.324799544696308	1	1	1
ENSG00000182389	-1.09238429034398	0.870263775613872	0.222120514730108	1	1	1
ENSG00000182447	-1.12954159403609	0.357160969440435	0.772380624595656	1	1	0
ENSG00000182463	-1.14704420144049	0.458556018955585	0.688488182484901	1	1	0
ENSG00000182477	-1.06068428300728	0.925578322585276	0.135105960422007	1	1	1
ENSG00000182568	-1.05443870281203	0.934796664941816	0.119642037870216	1	1	1
ENSG00000182648	-1.11244839032012	0.824261383168783	0.288187007151342	1	1	1
ENSG00000182676	-1.08074961381129	0.188259478944672	0.892490134866616	1	1	0
ENSG00000182742	-1.09060841585433	0.873831166411207	0.216777249443129	1	1	1
ENSG00000182782	-1.1485417024482	0.471125476615971	0.677416225832224	1	1	0
ENSG00000182902	-1.14616377706008	0.45170871556117	0.694455061498909	1	1	0
ENSG00000182923	-1.1286626174952	0.775495988326506	0.353166629168695	1	1	1
ENSG00000182993	-1.11879963493419	0.80681754652738	0.311982088406806	1	1	1
ENSG00000183023	-1.1157926031591	0.815297059254378	0.300495543904725	1	1	1
ENSG00000183091	-1.15469607203306	0.580129388846384	0.574566683186678	1	1	1
ENSG00000183111	-1.13586705716844	0.388059902586332	0.747807154582109	1	1	0
ENSG00000183150	-1.07578400102806	0.90123286987645	0.174551131151614	1	1	1
ENSG00000183396	-1.14953707970996	0.480304913104103	0.669232166605853	1	1	0
ENSG00000183423	-1.15356452607153	0.621129338948608	0.532435187122925	1	1	1
ENSG00000183542	-1.0395416315465	0.0844377281136591	0.95510390343284	1	1	0
ENSG00000183604	-1.14701033146054	0.688724411701091	0.45828591975945	1	1	1
ENSG00000183621	-1.06570705128292	0.91782282394251	0.147884227340406	1	1	1
ENSG00000183691	-1.15351053606495	0.531367137531606	0.622143398533343	1	1	0
ENSG00000183773	-1.11682402110068	0.81243578782205	0.304388233278626	1	1	1
ENSG00000183911	-1.120837958658	0.800818028460923	0.320019930197072	1	1	1
ENSG00000183977	-1.12405110590658	0.33315477394765	0.790896331958929	1	1	0
ENSG00000184083	-1.12346755251678	0.792743502961539	0.330724049555244	1	1	1
ENSG00000184144	-1.13058734368763	0.768589499936806	0.361997843750822	1	1	1
ENSG00000184276	-0.931062812328561	1.05700543739822	-0.125942625069655	1	1	1
ENSG00000184357	-1.06393294650039	0.143334238337496	0.920598708162899	1	1	0
ENSG00000184371	-1.13044504952006	0.361334093230203	0.769110956289856	1	1	0
ENSG00000184381	-1.08619362129517	0.882416074458629	0.203777546836537	1	1	1
ENSG00000184384	-1.14244561711954	0.716527691283184	0.425917925836356	1	1	1
ENSG00000184414	-1.13589601521058	0.388211583996888	0.747684431213695	1	1	0
ENSG00000184434	-1.14212567040544	0.718242027858089	0.423883642547356	1	1	1
ENSG00000184445	-1.11941628762577	0.805025043452116	0.314391244173653	1	1	1
ENSG00000184545	-1.15432734507705	0.551741530505737	0.602585814571308	1	1	0
ENSG00000184564	-1.14691504412519	0.689385996431439	0.457529047693749	1	1	1
ENSG00000184619	-1.10495718002305	0.842827040561259	0.26213013946179	1	1	1
ENSG00000184650	-1.14751621658646	0.462380823789995	0.68513539279647	1	1	0
ENSG00000184786	-1.1093455436056	0.277158180003024	0.832187363602576	1	1	0
ENSG00000184988	-1.15120480202903	0.497848765479089	0.653356036549942	1	1	0
ENSG00000185002	-0.998736955915806	1.0012582762862	-0.00252132037039724	1	1	1
ENSG00000185008	-1.14572880384116	0.697279557896547	0.448449245944615	1	1	1
ENSG00000185019	-1.13630384976847	0.390359431367144	0.745944418401321	1	1	0
ENSG00000185261	-1.03918273070931	0.955566638904268	0.0836160918050396	1	1	1
ENSG00000185267	-0.990552239541893	1.00918729454136	-0.0186350549994647	1	1	1
ENSG00000185278	-1.15214497130249	0.642566649506303	0.50957832179619	1	1	1
ENSG00000185432	-1.15320662188321	0.525751905518161	0.627454716365047	1	1	0
ENSG00000185433	-1.11343721486632	0.821658556125404	0.291778658740916	1	1	1
ENSG00000185477	-1.1234063873517	0.330470482661498	0.792935904690205	1	1	0
ENSG00000185482	-1.14943707377067	0.670090493356525	0.479346580414143	1	1	1
ENSG00000185527	-1.14496287163223	0.442885845853521	0.702077025778711	1	1	0
ENSG00000185621	-1.12002810141975	0.803227514610525	0.316800586809224	1	1	1
ENSG00000185860	-1.14271707507584	0.715053578327766	0.42766349674807	1	1	1
ENSG00000185880	-1.12529104202006	0.786899959231553	0.33839108278851	1	1	1
ENSG00000185920	-1.07891173966716	0.895773275395371	0.18313846427179	1	1	1
ENSG00000186019	-1.15374498967714	0.536198497049279	0.617546492627867	1	1	0
ENSG00000186026	-0.972341861782356	1.02553488766732	-0.0531930258849645	1	1	1
ENSG00000186047	-1.13451170606821	0.753434239523106	0.381077466545105	1	1	1
ENSG00000186130	-1.08156718364525	0.89101111850529	0.190556065139963	1	1	1
ENSG00000186136	-1.11847763667224	0.310731610798662	0.807746025873576	1	1	0
ENSG00000186150	-1.11910383732563	0.805935666021057	0.313168171304571	1	1	1
ENSG00000186231	-1.01192865994156	0.987628414568809	0.0243002453727531	1	1	1
ENSG00000186265	-1.14013285175179	0.728410387766593	0.4117224639852	1	1	1
ENSG00000186280	-1.15244891586029	0.638643383340132	0.513805532520154	1	1	1
ENSG00000186300	-1.11280691014459	0.823322142224101	0.289484767920484	1	1	1
ENSG00000186409	-1.1291041939419	0.773938795252165	0.355165398689736	1	1	1
ENSG00000186446	-1.11474955816753	0.818143003612698	0.296606554554832	1	1	1
ENSG00000186452	-1.06451344364656	0.919694905565941	0.144818538080614	1	1	1
ENSG00000186496	-1.12357715524123	0.79239816581032	0.331178989430906	1	1	1
ENSG00000186517	-1.08498835861134	0.200295119899582	0.884693238711754	1	1	0
ENSG00000186628	-1.11374239386828	0.292895042565187	0.820847351303089	1	1	0
ENSG00000186714	-1.13725458269084	0.741800645564591	0.395453937126245	1	1	1
ENSG00000186854	-1.09116207917762	0.872726248515338	0.218435830662281	1	1	1
ENSG00000186952	-1.08512930658398	0.88442835565659	0.200700950927387	1	1	1
ENSG00000186973	-1.12823134043095	0.777001864817289	0.351229475613658	1	1	1
ENSG00000186976	-1.01011456761066	0.989568811248736	0.0205457563619286	1	1	1
ENSG00000187187	-1.14707495355868	0.458801744817705	0.688273208740971	1	1	0
ENSG00000187372	-1.11006196684534	0.83038860965188	0.279673357193464	1	1	1
ENSG00000187416	-1.09303289812737	0.868943669856945	0.224089228270422	1	1	1
ENSG00000187513	-1.08301145876965	0.888369730299062	0.194641728470584	1	1	1
ENSG00000187626	-1.13735132063331	0.741371867832175	0.395979452801138	1	1	1
ENSG00000187686	-1.14488852512185	0.442356988843501	0.702531536278352	1	1	0
ENSG00000187715	-1.08255521950475	0.889208130894543	0.193347088610212	1	1	1
ENSG00000187726	-1.14373722759538	0.434395468568058	0.709341759027321	1	1	0
ENSG00000187775	-1.13571160033524	0.748464135102586	0.387247465232651	1	1	1
ENSG00000187806	-1.03720765214732	0.958092409253337	0.0791152428939854	1	1	1
ENSG00000187824	-1.07803380306245	0.897321715329524	0.180712087732925	1	1	1
ENSG00000187862	-1.12911043384023	0.355193756414993	0.773916677425241	1	1	0
ENSG00000187889	-1.11269953703887	0.823603964380081	0.289095572658783	1	1	1
ENSG00000187987	-1.14755044591962	0.684887690992275	0.462662754927342	1	1	1
ENSG00000188133	-1.10961140622978	0.831521975447363	0.278089430782416	1	1	1
ENSG00000188176	-1.10409285107056	0.259242340589119	0.844850510481442	1	1	0
ENSG00000188177	-1.1544290549708	0.598897880072482	0.55553117489832	1	1	1
ENSG00000188283	-1.09416421192654	0.227545710533309	0.866618501393235	1	1	0
ENSG00000188460	-1.13036075408584	0.36094173178482	0.769419022301022	1	1	0
ENSG00000188467	-1.05276600038412	0.937190511474923	0.115575488909195	1	1	1
ENSG00000188517	-1.1546877717517	0.582046260310781	0.572641511440916	1	1	1
ENSG00000188596	-1.05729725650648	0.930633557744264	0.126663698762215	1	1	1
ENSG00000188649	-1.15417514879725	0.546924775719836	0.607250373077412	1	1	0
ENSG00000188738	-1.14563538826862	0.69787635181122	0.447759036457404	1	1	1
ENSG00000188771	-1.12545604988673	0.78636055797471	0.339095491912023	1	1	1
ENSG00000188800	-0.938797853306065	1.0516307902357	-0.112832936929633	1	1	1
ENSG00000188856	0.251254075443218	0.850412685947402	-1.10166676139062	1	0	1
ENSG00000188868	-1.15454242795674	0.56072320697409	0.593819220982652	1	1	0
ENSG00000188897	-1.13514541966262	0.750831153468228	0.384314266194396	1	1	1
ENSG00000188910	-0.998608645119792	1.00138557138225	-0.00277692626245414	1	1	1
ENSG00000188921	-1.08242766201399	0.889441870343566	0.192985791670427	1	1	1
ENSG00000188981	-1.1092061737646	0.832535179419088	0.276670994345508	1	1	1
ENSG00000188993	-1.13441046056718	0.753845740936609	0.38056471963057	1	1	1
ENSG00000189001	-0.982594544475315	1.01654099745054	-0.03394645297523	1	1	1
ENSG00000189014	-0.913244585176562	1.06857674002229	-0.15533215484573	1	1	1
ENSG00000189030	-1.09642182547682	0.861889706193689	0.23453211928313	1	1	1
ENSG00000189042	-1.12567672571575	0.785636324891657	0.34004040082409	1	1	1
ENSG00000189045	-1.14208620690145	0.718451793846164	0.423634413055283	1	1	1
ENSG00000189164	-1.15453457368624	0.59422130177603	0.560313271910212	1	1	1
ENSG00000189195	-1.08112707525346	0.891808730284826	0.189318344968636	1	1	1
ENSG00000189227	-1.15359761356922	0.53310201656445	0.620495597004774	1	1	0
ENSG00000189280	-1.02925935534865	0.967916435224624	0.0613429201240234	1	1	1
ENSG00000189298	-1.13841232036856	0.736577130262136	0.401835190106424	1	1	1
ENSG00000189320	-0.980065158125108	1.01880872675825	-0.0387435686331466	1	1	1
ENSG00000189367	-1.13208034490757	0.369074262953003	0.763006081954565	1	1	0
ENSG00000189377	-1.15420080526905	0.606517673704617	0.547683131564431	1	1	1
ENSG00000196081	-1.15412896815106	0.545604292468823	0.608524675682235	1	1	0
ENSG00000196110	-1.09847957297262	0.857471794592885	0.24100777837974	1	1	1
ENSG00000196114	-1.14629248091708	0.452688110202744	0.693604370714337	1	1	0
ENSG00000196143	-1.08911292481098	0.876783459739017	0.212329465071965	1	1	1
ENSG00000196150	-1.15341827658547	0.529595345949555	0.623822930635913	1	1	0
ENSG00000196152	-1.12323068534193	0.793487334575388	0.329743350766541	1	1	1
ENSG00000196214	-1.09546969669791	0.863898742100986	0.231570954596921	1	1	1
ENSG00000196220	-1.1042006154217	0.8445994541656	0.259601161256098	1	1	1
ENSG00000196263	-1.11018412496384	0.830080074054608	0.280104050909235	1	1	1
ENSG00000196289	-1.11320543906905	0.822272134071303	0.290933304997746	1	1	1
ENSG00000196357	-1.13441510301407	0.753826898146607	0.380588204867465	1	1	1
ENSG00000196378	-1.15451265691061	0.595295002877203	0.559217654033409	1	1	1
ENSG00000196421	-1.10810961690702	0.83524834978872	0.272861267118298	1	1	1
ENSG00000196482	-1.1334759295333	0.757589314975302	0.375886614557999	1	1	1
ENSG00000196503	-1.03031659834546	0.966640060022909	0.0636765383225531	1	1	1
ENSG00000196542	-1.11175042298082	0.826075595930322	0.285674827050497	1	1	1
ENSG00000196653	-1.12273408695725	0.795035884979155	0.327698201978097	1	1	1
ENSG00000196659	-1.15323828938241	0.526309245796923	0.626929043585485	1	1	0
ENSG00000196668	-1.15083492755955	0.657174586599511	0.493660340960035	1	1	1
ENSG00000196724	-1.15070178052918	0.658501712360512	0.49220006816867	1	1	1
ENSG00000196757	-1.12849567801623	0.77608062335469	0.352415054661537	1	1	1
ENSG00000196793	-1.1460424555921	0.695250592047546	0.450791863544552	1	1	1
ENSG00000196900	-1.15242056282892	0.513399973527929	0.639020589300995	1	1	0
ENSG00000196917	-1.14404354038828	0.707569854916478	0.436473685471798	1	1	1
ENSG00000196935	-1.14517102825546	0.700794277608455	0.444376750647001	1	1	1
ENSG00000196946	-1.12353483209335	0.79253160478646	0.331003227306886	1	1	1
ENSG00000196967	-1.14367569859858	0.709694377350307	0.433981321248277	1	1	1
ENSG00000197013	-1.07602627760169	0.900815547052213	0.175210730549473	1	1	1
ENSG00000197044	-1.13128922073389	0.765990621778389	0.365298598955506	1	1	1
ENSG00000197054	-0.970848217227366	1.02680226141432	-0.0559540441869575	1	1	1
ENSG00000197085	-1.15456721864645	0.562088109323468	0.592479109322986	1	1	0
ENSG00000197142	-1.12066306069451	0.31932172080395	0.801341339890565	1	1	0
ENSG00000197168	-1.15415193664983	0.60789771950134	0.546254217148492	1	1	1
ENSG00000197191	-1.15313529742687	0.628618002902327	0.524517294524539	1	1	1
ENSG00000197254	-1.14072373890784	0.415242516634584	0.725481222273256	1	1	0
ENSG00000197332	-1.15461828682632	0.565373533052492	0.589244753773833	1	1	0
ENSG00000197416	-1.09790099511296	0.858724695477291	0.239176299635667	1	1	1
ENSG00000197444	-1.14865368465512	0.676532686319794	0.472120998335325	1	1	1
ENSG00000197479	-1.12428029411633	0.79016506937211	0.334115224744216	1	1	1
ENSG00000197566	-1.06845645135263	0.913438732746216	0.155017718606412	1	1	1
ENSG00000197584	-1.09597740686126	0.862830159940488	0.233147246920773	1	1	1
ENSG00000197585	-1.11867333034851	0.807182353002864	0.311490977345641	1	1	1
ENSG00000197647	-1.14062659703489	0.725967481251018	0.414659115783871	1	1	1
ENSG00000197653	-1.10994092774783	0.830693790204348	0.279247137543479	1	1	1
ENSG00000197705	-1.14395892294294	0.708062109022199	0.435896813920745	1	1	1
ENSG00000197748	-1.04892121411235	0.942579268369922	0.106341945742433	1	1	1
ENSG00000197757	-1.15088742859886	0.656644668849377	0.494242759749486	1	1	1
ENSG00000197857	-1.07825374245872	0.896934990415215	0.181318752043508	1	1	1
ENSG00000197863	-1.11256910764456	0.823945693206096	0.288623414438463	1	1	1
ENSG00000197889	-1.0623276009044	0.923075845772997	0.139251755131399	1	1	1
ENSG00000197959	-1.03775251234761	0.957399108870414	0.0803534034771931	1	1	1
ENSG00000197980	-1.0999324721388	0.85428747678548	0.245644995353318	1	1	1
ENSG00000198028	-1.13822054121048	0.737456638771862	0.400763902438617	1	1	1
ENSG00000198040	-1.14710920776684	0.459076007227103	0.688033200539737	1	1	0
ENSG00000198075	-1.13148057313794	0.765274204634476	0.366206368503469	1	1	1
ENSG00000198153	-1.14363194885964	0.709944444198447	0.433687504661195	1	1	1
ENSG00000198169	-1.1462088129185	0.694158187445086	0.452050625473418	1	1	1
ENSG00000198270	-1.15272469375706	0.517887264133733	0.634837429623332	1	1	0
ENSG00000198298	-1.11240181207578	0.824383038865359	0.288018773210421	1	1	1
ENSG00000198342	-1.11302569013743	0.822746501507134	0.290279188630298	1	1	1
ENSG00000198353	-1.1531528421255	0.524818406964422	0.628334435161083	1	1	0
ENSG00000198416	-0.952373464771213	1.04164105211423	-0.0892675873430131	1	1	1
ENSG00000198551	-1.04499789395186	0.947921738122728	0.0970761558291331	1	1	1
ENSG00000198580	-0.850134997465999	1.10178964597115	-0.251654648505152	1	1	1
ENSG00000198734	-1.10371893204279	0.845718938027567	0.25799999401522	1	1	1
ENSG00000198774	-1.11475023242048	0.818141178973128	0.296609053447356	1	1	1
ENSG00000198785	-1.14006557372978	0.728739641465276	0.411325932264499	1	1	1
ENSG00000198841	-1.15454179070382	0.593852214322495	0.56068957638133	1	1	1
ENSG00000198879	-1.10621328593882	0.839845416959491	0.266367868979324	1	1	1
ENSG00000198932	-1.15257374286332	0.51562118552491	0.636952557338406	1	1	0
ENSG00000198939	-0.870599284320842	1.09221871221778	-0.22161942789694	1	1	1
ENSG00000198963	-1.07517362807499	0.902280181291479	0.172893446783509	1	1	1
ENSG00000199196	-0.893764929248126	1.08003978191146	-0.186274852663331	1	1	1
ENSG00000199201	-1.12078765560156	0.800968708634941	0.319818946966618	1	1	1
ENSG00000199735	-1.1501745097343	0.486634172003457	0.663540337730847	1	1	0
ENSG00000199855	-1.06524884015693	0.918543688071445	0.146705152085484	1	1	1
ENSG00000199875	-1.06653529640554	0.150022496712422	0.916512799693118	1	1	0
ENSG00000199906	-1.10262979673335	0.848225067469773	0.254404729263575	1	1	1
ENSG00000200156	-1.1546245313688	0.588785873270435	0.565838658098362	1	1	1
ENSG00000200169	-1.01916817165276	0.979660865105549	0.0395073065472114	1	1	1
ENSG00000200220	-1.01871924183994	0.0385535783410813	0.980165663498858	1	1	0
ENSG00000200351	-1.14716437554461	0.459518952630489	0.687645422914116	1	1	0
ENSG00000200428	-1.1533782794891	0.528846603209793	0.624531676279304	1	1	0
ENSG00000200887	-1.15232620991263	0.512067633499373	0.640258576413261	1	1	0
ENSG00000200997	-1.09612388687867	0.233603172754698	0.862520714123974	1	1	0
ENSG00000201102	-1.13631261277064	0.745906790333366	0.390405822437278	1	1	1
ENSG00000201121	-1.13960425384443	0.730974731494943	0.408629522349489	1	1	1
ENSG00000201545	-1.12493636138754	0.788053280204166	0.336883081183378	1	1	1
ENSG00000201592	-1.15371596637505	0.535571160853278	0.618144805521774	1	1	0
ENSG00000201604	-0.903232539476441	1.07461565555108	-0.171383116074643	1	1	1
ENSG00000201613	-1.14223896828027	0.424601210513537	0.717637757766733	1	1	0
ENSG00000201659	-1.13087536710857	0.767528450414841	0.363346916693732	1	1	1
ENSG00000201818	-1.1360910516377	0.389236013231981	0.746855038405722	1	1	0
ENSG00000202111	-0.933619430909021	-0.121634053033045	1.05525348394207	1	1	0
ENSG00000202255	-1.14038232077534	0.413200326746686	0.727181994028652	1	1	0
ENSG00000202279	-1.06260284709077	0.92265342879889	0.139949418291883	1	1	1
ENSG00000202281	-1.06526390327493	0.146743869047968	0.918520034226961	1	1	0
ENSG00000202337	-1.08657200651391	0.881695453472597	0.204876553041311	1	1	1
ENSG00000202417	-1.1202425212396	0.802592950111716	0.31764957112788	1	1	1
ENSG00000202429	-1.15306963161957	0.629665018872941	0.523404612746629	1	1	1
ENSG00000202515	-1.0821647051757	0.192241897431069	0.889922807744632	1	1	0
ENSG00000203363	-1.08002229789341	0.893796220762602	0.186226077130808	1	1	1
ENSG00000203411	-1.11319679646813	0.290901824583191	0.822294971884942	1	1	0
ENSG00000203581	-1.13627427089903	0.390202917352892	0.746071353546139	1	1	0
ENSG00000203585	-1.1417004744663	0.72048318799123	0.421217286475069	1	1	1
ENSG00000203721	-1.12505607469702	0.787664932571183	0.337391142125834	1	1	1
ENSG00000203734	-1.14278730007674	0.71466922397713	0.428118076099614	1	1	1
ENSG00000203739	-1.15210905820841	0.50909529900414	0.643013759204273	1	1	0
ENSG00000203795	-1.15469573156665	0.580233281927051	0.574462449639597	1	1	1
ENSG00000203799	-1.14561723232398	0.697991952719848	0.447625279604132	1	1	1
ENSG00000203801	-1.11007563757112	0.830354108084449	0.279721529486666	1	1	1
ENSG00000203872	-1.15469474671771	0.574180130567614	0.580514616150093	1	1	0
ENSG00000203930	-1.12666238097808	0.344301718804056	0.782360662174024	1	1	0
ENSG00000204228	-1.14235363946921	0.425330593202754	0.71702304626646	1	1	0
ENSG00000204248	-1.14483291786102	0.702870253955305	0.441962663905713	1	1	1
ENSG00000204257	-1.08941668295194	0.876187553764606	0.213229129187334	1	1	1
ENSG00000204305	-1.11827521757318	0.309948115987942	0.808327101585235	1	1	0
ENSG00000204311	-1.15468421169822	0.572024358098235	0.582659853599987	1	1	0
ENSG00000204406	-1.14659931411869	0.691547319391073	0.455051994727613	1	1	1
ENSG00000204428	-1.15375452910502	0.617347808497854	0.536406720607171	1	1	1
ENSG00000204524	-1.13757689407674	0.740366731057759	0.39721016301898	1	1	1
ENSG00000204671	-1.06334596661878	0.921508226016715	0.141837740602065	1	1	1
ENSG00000204815	-1.13886758829536	0.734465494883449	0.404402093411906	1	1	1
ENSG00000204909	-0.990638806222501	1.00910541567343	-0.018466609450929	1	1	1
ENSG00000204947	-1.15250319503244	0.63791430164128	0.514588893391159	1	1	1
ENSG00000205084	-1.13377485696835	0.756402415437201	0.377372441531143	1	1	1
ENSG00000205129	-1.02782069814824	0.969638842086733	0.0581818560615084	1	1	1
ENSG00000205359	-1.14563032538601	0.697908600438387	0.447721724947624	1	1	1
ENSG00000205464	-1.13999969384998	0.729061229782249	0.410938464067731	1	1	1
ENSG00000205639	-1.14918032198333	0.47692522012387	0.672255101859464	1	1	0
ENSG00000205644	-1.03385192080872	0.96230518576191	0.0715467350468083	1	1	1
ENSG00000205740	-1.09510461347029	0.230441262829284	0.864663350641006	1	1	0
ENSG00000205771	-1.12682248673374	0.781822123460787	0.345000363272949	1	1	1
ENSG00000205838	-1.15021364975792	0.487036285349994	0.663177364407926	1	1	0
ENSG00000205853	-1.11471744730205	0.818229878649631	0.296487568652414	1	1	1
ENSG00000205869	-1.13459306468309	0.381490361346664	0.753102703336424	1	1	0
ENSG00000205929	-1.14965813097417	0.668181282459879	0.481476848514289	1	1	1
ENSG00000205930	-1.13701783623856	0.742844313425382	0.394173522813179	1	1	1
ENSG00000205959	-0.93755195024713	1.05251157917805	-0.114959628930919	1	1	1
ENSG00000206077	-1.13431072551089	0.754249947105747	0.380060778405147	1	1	1
ENSG00000206105	-1.15004136539777	0.485278588865938	0.664762776531833	1	1	0
ENSG00000206384	-1.1227320874736	0.795042090472173	0.327689997001432	1	1	1
ENSG00000206583	-1.08444141129033	0.885717603897505	0.198723807392825	1	1	1
ENSG00000206585	-1.12932111842165	0.773168013790172	0.356153104631476	1	1	1
ENSG00000206617	-1.00127868749482	0.998716388466883	0.00256229902794143	1	1	1
ENSG00000206710	-0.736446936558833	1.13844060144696	-0.401993664888129	1	1	1
ENSG00000206815	-1.15419994759273	0.60654247254735	0.547657475045381	1	1	1
ENSG00000206899	-1.04231518094663	0.951488042191696	0.0908271387549343	1	1	1
ENSG00000206918	-0.967795734867412	1.02935965498562	-0.0615639201182128	1	1	1
ENSG00000206932	-1.08254542783113	0.88922608365272	0.193319344178406	1	1	1
ENSG00000207022	-1.14686671666556	0.457146855876234	0.689719860789322	1	1	0
ENSG00000207041	-1.11817676005861	0.808609020355157	0.309567739703453	1	1	1
ENSG00000207091	-1.05182060724037	0.113290554167533	0.938530053072839	1	1	0
ENSG00000207293	-1.0646498851083	0.919481844344837	0.145168040763461	1	1	1
ENSG00000207344	-1.04062238797121	0.0869190110383114	0.953703376932899	1	1	0
ENSG00000207357	-1.02070238955407	0.977924690570967	0.0427776989831028	1	1	1
ENSG00000207417	-1.05282285271702	0.937109649629066	0.115713203087959	1	1	1
ENSG00000207448	-0.99510409777368	1.00482502859848	-0.00972093082479679	1	1	1
ENSG00000207507	-1.07940434578733	0.894898870121502	0.184505475665832	1	1	1
ENSG00000207696	-1.09676784897789	0.235613698785948	0.861154150191945	1	1	0
ENSG00000207983	-1.07060607166205	0.909938831625101	0.160667240036952	1	1	1
ENSG00000210841	-1.09872863556868	0.856929821435244	0.241798814133441	1	1	1
ENSG00000211448	-1.13311373992723	0.759014499822999	0.374099240104233	1	1	1
ENSG00000211514	-1.01643954705789	0.0337326974324934	0.982706849625399	1	1	0
ENSG00000212195	-1.03131807506293	0.0658954651555125	0.965422609907413	1	1	0
ENSG00000212259	-0.922405194533399	1.06276430883364	-0.140359114300245	1	1	1
ENSG00000212302	-1.14157516440596	0.721135871214288	0.420439293191673	1	1	1
ENSG00000212338	-1.13789014294116	0.73895835609271	0.398931786848453	1	1	1
ENSG00000212432	-1.08709922318236	0.206412459652624	0.880686763529731	1	1	0
ENSG00000212464	-1.14893322398995	0.674288128257987	0.474645095731962	1	1	1
ENSG00000212533	-1.14415498565787	0.43723674751923	0.706918238138641	1	1	0
ENSG00000212581	-1.01385496339996	0.985543804961053	0.0283111584389092	1	1	1
ENSG00000212624	-0.965810725496915	1.03099954433256	-0.065188818835641	1	1	1
ENSG00000212743	-1.15406350632731	0.543819292811733	0.610244213515582	1	1	0
ENSG00000212989	-1.06932187928654	0.912037460984123	0.157284418302419	1	1	1
ENSG00000213045	-1.02143784919491	0.977086312151574	0.044351537043339	1	1	1
ENSG00000213062	-1.15469181390525	0.581233216452767	0.573458597452485	1	1	1
ENSG00000213069	-0.936568129616159	1.05320295144149	-0.11663482182533	1	1	1
ENSG00000213117	-1.13210124696391	0.762926409111026	0.369174837852888	1	1	1
ENSG00000213122	-0.859627473905287	1.09748165933653	-0.237854185431239	1	1	1
ENSG00000213123	-1.09507748528839	0.230357444470989	0.864720040817401	1	1	0
ENSG00000213139	-1.13389246030676	0.755932780851074	0.377959679455686	1	1	1
ENSG00000213148	-1.12514917852798	0.787362254724886	0.337786923803094	1	1	1
ENSG00000213179	-1.11010124055859	0.27981176622212	0.830289474336471	1	1	0
ENSG00000213234	-1.02691077356795	0.97071974943162	0.0561910241363278	1	1	1
ENSG00000213239	-0.96690289328224	-0.0631966085295022	1.03009950181174	1	1	0
ENSG00000213483	-1.14926591917266	0.477726379463126	0.671539539709529	1	1	0
ENSG00000213561	-1.11186178048063	0.825787399944707	0.28607438053592	1	1	1
ENSG00000213574	-1.10797788630197	0.272406357397953	0.835571528904017	1	1	0
ENSG00000213640	-0.979945992728916	1.01891475922773	-0.0389687664988125	1	1	1
ENSG00000213669	-1.15454116334471	0.560656533189978	0.593884630154737	1	1	0
ENSG00000213706	-1.12930688854336	0.773218694532559	0.356088194010803	1	1	1
ENSG00000213714	-1.14899842551204	0.673756271085117	0.475242154426919	1	1	1
ENSG00000213735	-0.828103091489266	1.11096183581032	-0.282858744321054	1	1	1
ENSG00000213742	-1.13097554784405	0.363817913421896	0.767157634422152	1	1	0
ENSG00000213781	-1.13163615429803	0.764689167843894	0.366946986454138	1	1	1
