Mock_mean_down	NT_mean_down	T_mean_down	Check_Mock_NT_down	Check_Mock_T_down	Checkreverse
ENSG00000023902	1.13736860434227	-0.741295116989862	-0.39607348735241	1	1	1
ENSG00000023909	1.15401078726877	-0.542446355012178	-0.61156443225659	1	1	0
ENSG00000024526	1.15445684636283	-0.556684752270387	-0.597772094092437	1	1	0
ENSG00000024862	1.14516251403172	-0.44431546912833	-0.700847044903392	1	1	0
ENSG00000025770	1.13113511140483	-0.766565117405017	-0.36456999399981	1	1	1
ENSG00000025772	1.15463904983173	-0.566999716159608	-0.587639333672119	1	1	0
ENSG00000025796	1.15143721883394	-0.500590396920079	-0.650846821913857	1	1	0
ENSG00000026025	1.1493138288207	-0.671136405293825	-0.47817742352687	1	1	1
ENSG00000026036	-0.1474206721761	1.06552703238901	-0.918106360212916	0	1	0
ENSG00000027001	1.15400775142938	-0.542368890068998	-0.611638861360383	1	1	0
ENSG00000027847	0.934385799845179	-1.05472365042486	0.120337850579683	1	1	1
ENSG00000028116	1.14896002691206	-0.67406988452072	-0.474890142391338	1	1	1
ENSG00000028528	1.13996901546359	-0.729210707954088	-0.410758307509501	1	1	1
ENSG00000029363	1.09681799772293	-0.235770693621519	-0.861047304101407	1	1	0
ENSG00000029364	1.15176703141059	-0.647119244217893	-0.504647787192702	1	1	1
ENSG00000029993	1.15012684896169	-0.663980090371374	-0.486146758590318	1	1	1
ENSG00000030110	1.06853584087375	-0.913310619319437	-0.155225221554308	1	1	1
ENSG00000030582	1.15401586929378	-0.611439461821772	-0.542576407472006	1	1	1
ENSG00000031698	1.14476631288451	-0.703274587267998	-0.441491725616507	1	1	1
ENSG00000031823	1.14523482316213	-0.700398082508284	-0.444836740653843	1	1	1
ENSG00000032389	1.15176132446939	-0.647185561031297	-0.50457576343809	1	1	1
ENSG00000032444	1.11367362766541	-0.821030470611069	-0.292643157054341	1	1	1
ENSG00000033011	1.12848863306076	-0.352383386225881	-0.776105246834882	1	1	0
ENSG00000033050	1.15405932095051	-0.610351016921879	-0.543708304028626	1	1	1
ENSG00000033100	1.07054475232573	-0.910039570499398	-0.160505181826334	1	1	1
ENSG00000033627	1.0962941244433	-0.862160429028419	-0.234133695414882	1	1	1
ENSG00000034152	1.13659264583091	-0.744698896826145	-0.391893749004766	1	1	1
ENSG00000034510	1.10359411826416	-0.846007896117328	-0.257586222146835	1	1	1
ENSG00000035141	1.10667067427444	-0.838747344638155	-0.267923329636287	1	1	1
ENSG00000035403	1.15155296177608	-0.64956219880517	-0.501990762970914	1	1	1
ENSG00000035499	1.15171993622065	-0.647664504066782	-0.504055432153871	1	1	1
ENSG00000035862	1.15102035847509	-0.655285493601735	-0.495734864873356	1	1	1
ENSG00000036257	1.15308604429175	-0.523680645688625	-0.629405398603123	1	1	0
ENSG00000036549	1.10587675715296	-0.265227675800871	-0.840649081352091	1	1	0
ENSG00000037241	1.15470029103224	-0.578004681644678	-0.576695609387563	1	1	1
ENSG00000037474	1.15189109240109	-0.645660562052704	-0.506230530348386	1	1	1
ENSG00000037757	1.11870087772286	-0.807102854866961	-0.311598022855899	1	1	1
ENSG00000037897	1.14685870181106	-0.689775122466816	-0.457083579344242	1	1	1
ENSG00000038210	1.14690880700771	-0.457479659244147	-0.689429147763568	1	1	0
ENSG00000038274	1.15136672052571	-0.499749137744973	-0.651617582780741	1	1	0
ENSG00000038358	1.12910399260659	-0.773939508848565	-0.355164483758024	1	1	1
ENSG00000039560	1.15447992823378	-0.557693315324996	-0.596786612908784	1	1	0
ENSG00000040275	1.15428993340924	-0.550479216713747	-0.603810716695489	1	1	0
ENSG00000040487	1.15389427157583	-0.53958395179123	-0.614310319784596	1	1	0
ENSG00000040531	1.12102805525074	-0.800247368038342	-0.320780687212395	1	1	1
ENSG00000041357	1.15343838133392	-0.623462375724724	-0.529976005609193	1	1	1
ENSG00000041982	1.15338354177389	-0.528944475949476	-0.62443906582441	1	1	0
ENSG00000042753	1.14379579261559	-0.70900511200472	-0.434790680610865	1	1	1
ENSG00000043039	1.08330970204608	-0.88781964861174	-0.19549005343434	1	1	1
ENSG00000044115	1.15189466281308	-0.645618088091506	-0.506276574721574	1	1	1
ENSG00000044574	1.15408455702891	-0.609701525605386	-0.544383031423519	1	1	1
ENSG00000046604	1.15458912586621	-0.563403457014886	-0.591185668851321	1	1	0
ENSG00000046774	1.15460496475168	-0.590168388021064	-0.56443657673062	1	1	1
ENSG00000047230	1.11378957898507	-0.29306798966318	-0.820721589321888	1	1	0
ENSG00000047249	1.03282684864951	-0.0692540282124242	-0.963572820437084	1	1	0
ENSG00000047315	1.15440657002552	-0.554639967184247	-0.599766602841276	1	1	0
ENSG00000047579	1.15267008550704	-0.6356119816328	-0.517058103874238	1	1	1
ENSG00000047849	1.1344798095047	-0.753564007781544	-0.380915801723157	1	1	1
ENSG00000048140	1.15317670482945	-0.627946074122597	-0.52523063070685	1	1	1
ENSG00000048162	1.1323176290846	-0.762099086431918	-0.370218542652678	1	1	1
ENSG00000048740	1.154508572627	-0.559020614218407	-0.595487958408596	1	1	0
ENSG00000048828	1.12843001289164	-0.35212002889087	-0.776309984000768	1	1	0
ENSG00000049239	1.07765487023115	-0.897986154208274	-0.17966871602288	1	1	1
ENSG00000049245	1.15439497515698	-0.600201422007809	-0.554193553149177	1	1	1
ENSG00000049449	1.14802953500823	-0.681351341241098	-0.466678193767129	1	1	1
ENSG00000049656	1.15445377701429	-0.597899516619645	-0.556554260394646	1	1	1
ENSG00000049860	1.14247129928096	-0.716389009020996	-0.426082290259969	1	1	1
ENSG00000050130	1.14318931288221	-0.712444385528265	-0.430744927353945	1	1	1
ENSG00000050393	1.14473357220148	-0.703472798572063	-0.441260773629416	1	1	1
ENSG00000050748	1.09412558691371	-0.227427219645771	-0.866698367267942	1	1	0
ENSG00000050820	1.14623117620421	-0.694010451612251	-0.452220724591958	1	1	1
ENSG00000051108	1.15150715840713	-0.650073483017131	-0.501433675389996	1	1	1
ENSG00000051382	1.07818289875829	-0.897059642964671	-0.181123255793613	1	1	1
ENSG00000051523	1.13304620644007	-0.759278701203141	-0.373767505236929	1	1	1
ENSG00000051596	1.14182598426123	-0.719825940692532	-0.422000043568699	1	1	1
ENSG00000052723	1.1257848142308	-0.785280387985515	-0.340504426245289	1	1	1
ENSG00000052749	1.13548126307128	-0.749431924421505	-0.386049338649777	1	1	1
ENSG00000053371	0.890369411597848	-1.08191992012916	0.191550508531317	1	1	1
ENSG00000053372	0.972845344212609	-1.02510528012599	0.0522599359133797	1	1	1
ENSG00000053438	1.12100774749564	-0.800308424457487	-0.320699323038153	1	1	1
ENSG00000053702	1.15469931927446	-0.578802777084674	-0.57589654218979	1	1	1
ENSG00000054116	1.14712148047485	-0.687947067107804	-0.459174413367041	1	1	1
ENSG00000054118	1.14766626990658	-0.463621521731136	-0.684044748175448	1	1	0
ENSG00000054148	1.13997815026743	-0.729166217602865	-0.41081193266456	1	1	1
ENSG00000054611	1.15424371665321	-0.548995679685588	-0.605248036967616	1	1	0
ENSG00000054793	1.15428456985417	-0.550302969596356	-0.603981600257818	1	1	0
ENSG00000054967	1.10540162154111	-0.841777688643409	-0.263623932897698	1	1	1
ENSG00000054983	1.15311151946356	-0.628999708480179	-0.524111810983385	1	1	1
ENSG00000055070	1.14488184072186	-0.702572308154187	-0.44230953256767	1	1	1
ENSG00000055130	1.1539373161253	-0.613321138585362	-0.540616177539939	1	1	1
ENSG00000055732	1.08211716689071	-0.890009622762209	-0.192107544128505	1	1	1
ENSG00000055950	1.09747929181592	-0.859632558381719	-0.237846733434205	1	1	1
ENSG00000057019	1.14409174850854	-0.707288446124246	-0.436803302384294	1	1	1
ENSG00000057252	1.15338180237093	-0.624469698467189	-0.528912103903742	1	1	1
ENSG00000057608	1.14006754580278	-0.411337543407973	-0.728730002394803	1	1	0
ENSG00000057757	1.11961606824288	-0.804440196355397	-0.315175871887486	1	1	1
ENSG00000058063	1.14968797843531	-0.481767868859114	-0.667920109576196	1	1	0
ENSG00000058262	1.13397386500037	-0.755606801872684	-0.378367063127681	1	1	1
ENSG00000058453	0.814340097639011	-1.11613947977754	0.301799382138534	1	1	1
ENSG00000058600	1.15386361337309	-0.614998475836821	-0.53886513753627	1	1	1
ENSG00000058729	1.12332701469621	-0.330141772860216	-0.793185241835992	1	1	0
ENSG00000058799	1.15448154699545	-0.596715583772831	-0.557765963222615	1	1	1
ENSG00000058804	1.15460369624925	-0.564350846013859	-0.590252850235393	1	1	0
ENSG00000059145	1.1482148302772	-0.679947046886975	-0.468267783390221	1	1	1
ENSG00000059573	1.14687665740901	-0.689651277715139	-0.457225379693874	1	1	1
ENSG00000059691	1.1542213367962	-0.605917425648827	-0.548303911147369	1	1	1
ENSG00000060138	1.14914557827256	-0.672543856051311	-0.476601722221248	1	1	1
ENSG00000060237	1.14377674688592	-0.434662045931443	-0.709114700954477	1	1	0
ENSG00000060762	1.13915055011152	-0.406014833213995	-0.733135716897521	1	1	0
ENSG00000060971	1.10277379557493	-0.847895695034602	-0.25487810054033	1	1	1
ENSG00000061273	0.857998830546692	-1.09823667147281	0.240237840926113	1	1	1
ENSG00000061676	1.13478781569308	-0.382481874663458	-0.75230594102962	1	1	0
ENSG00000061794	1.14510500697135	-0.443902232374984	-0.701202774596368	1	1	0
ENSG00000061938	1.10804377738497	-0.835409949115861	-0.272633828269114	1	1	1
ENSG00000062485	1.15421508084953	-0.606101683878771	-0.548113396970761	1	1	1
ENSG00000062524	1.11692188679656	-0.812161798927212	-0.304760087869346	1	1	1
ENSG00000062598	1.15312097573813	-0.524272712198664	-0.628848263539466	1	1	0
ENSG00000062650	1.11737729047742	-0.306496272150224	-0.810881018327198	1	1	0
ENSG00000062822	1.08381217610088	-0.886889240105157	-0.196922935995722	1	1	1
ENSG00000063176	1.10400245887705	-0.84506082763498	-0.258941631242074	1	1	1
ENSG00000063177	1.14795773034781	-0.681889879445038	-0.466067850902774	1	1	1
ENSG00000063241	1.15287072726135	-0.632709822027958	-0.520160905233396	1	1	1
ENSG00000063244	1.11399161781887	-0.820182067236059	-0.293809550582814	1	1	1
ENSG00000063322	1.08023040869354	-0.893423424036522	-0.186806984657017	1	1	1
ENSG00000063587	1.14846949670495	-0.677981369279195	-0.470488127425753	1	1	1
ENSG00000063601	1.07331243415635	-0.167874013041657	-0.905438421114692	1	1	0
ENSG00000063660	1.0876618781629	-0.879604269013066	-0.208057609149833	1	1	1
ENSG00000063854	1.10456596405706	-0.843745712553417	-0.260820251503644	1	1	1
ENSG00000064102	1.14800066233714	-0.466432401676975	-0.68156826066017	1	1	0
ENSG00000064115	1.15449490722347	-0.558375996426403	-0.59611891079707	1	1	0
ENSG00000064419	1.14238563105836	-0.716850985446081	-0.425534645612281	1	1	1
ENSG00000064490	1.04948279037074	-0.941801827900746	-0.107680962469991	1	1	1
ENSG00000064545	0.855822722951118	-1.09923512849145	0.243412405540328	1	1	1
ENSG00000064601	1.10832710758184	-0.834713490432256	-0.273613617149581	1	1	1
ENSG00000064651	1.15447092051713	-0.597177131709173	-0.557293788807959	1	1	1
ENSG00000064666	1.15111179979052	-0.496776344887131	-0.654335454903386	1	1	0
ENSG00000064687	1.14427499502578	-0.706212296856649	-0.438062698169127	1	1	1
ENSG00000064726	1.11656879106258	-0.303420508095693	-0.813148282966889	1	1	0
ENSG00000064932	0.902998416894549	-1.07475308474044	0.17175466784589	1	1	1
ENSG00000064961	1.0896547704386	-0.875719151428898	-0.213935619009698	1	1	1
ENSG00000065000	1.14641359008374	-0.692797389795324	-0.453616200288415	1	1	1
ENSG00000065054	0.805583857409987	-1.11922474935906	0.313640891949067	1	1	1
ENSG00000065057	1.09641716922832	-0.861899584271502	-0.234517584956814	1	1	1
ENSG00000065135	1.15393959446615	-0.540671598345565	-0.613267996120583	1	1	0
ENSG00000065150	1.15407106139884	-0.610050511106937	-0.544020550291908	1	1	1
ENSG00000065154	1.14834194714915	-0.678971161137749	-0.469370786011399	1	1	1
ENSG00000065268	1.12584877657706	-0.785069384203251	-0.340779392373811	1	1	1
ENSG00000065308	1.0782619142369	-0.896920606535028	-0.181341307701868	1	1	1
ENSG00000065320	1.11301143339834	-0.82278407076392	-0.290227362634417	1	1	1
ENSG00000065427	1.13631083090915	-0.745914442423447	-0.390396388485702	1	1	1
ENSG00000065485	1.15454288844901	-0.593795337496248	-0.560747550952766	1	1	1
ENSG00000065518	1.10039522008404	-0.853261579712042	-0.247133640371995	1	1	1
ENSG00000065548	1.15469173190023	-0.581251401884101	-0.57344033001613	1	1	1
ENSG00000065600	1.01679456062979	-0.982313534631263	-0.0344810259985253	1	1	1
ENSG00000065809	1.1510458680713	-0.496024146642439	-0.655021721428861	1	1	0
ENSG00000065970	1.01331669532761	-0.986128843343931	-0.0271878519836811	1	1	1
ENSG00000065978	1.15002968195577	-0.66486915620829	-0.485160525747485	1	1	1
ENSG00000066044	1.14712680617768	-0.687909666304798	-0.459217139872878	1	1	1
ENSG00000066117	1.09412313751552	-0.866703430792277	-0.227419706723245	1	1	1
ENSG00000066135	1.15247753130499	-0.638260172262394	-0.514217359042594	1	1	1
ENSG00000066136	0.831971088124382	-1.10943206787917	0.277460979754784	1	1	1
ENSG00000066279	1.15171114236529	-0.503945325641874	-0.647765816723414	1	1	0
ENSG00000066322	1.14066880430395	-0.72575643780279	-0.414912366501163	1	1	1
ENSG00000066379	1.08971743836379	-0.875595666610504	-0.214121771753287	1	1	1
ENSG00000066583	1.14929918394997	-0.671259836405673	-0.478039347544293	1	1	1
ENSG00000066629	1.15049656326743	-0.660502275278449	-0.489994287988979	1	1	1
ENSG00000066697	1.13702424823542	-0.742816152164992	-0.394208096070428	1	1	1
ENSG00000066855	1.15411997644859	-0.608766611692028	-0.545353364756565	1	1	1
ENSG00000066926	1.15245719290727	-0.513924392043191	-0.638532800864081	1	1	0
ENSG00000067057	0.364206761053174	-1.13105810884737	0.766851347794194	1	0	1
ENSG00000067141	1.15467788213271	-0.571074646601343	-0.583603235531364	1	1	0
ENSG00000067167	1.15457545474471	-0.56256904958596	-0.592006405158753	1	1	0
ENSG00000067177	1.13346653732885	-0.757626449702447	-0.375840087626402	1	1	1
ENSG00000067225	1.06250343338947	-0.922806106948115	-0.13969732644135	1	1	1
ENSG00000067445	1.15467316087501	-0.584222701710573	-0.570450459164436	1	1	1
ENSG00000067560	1.15283452556918	-0.519589298790071	-0.633245226779109	1	1	0
ENSG00000067704	1.15047695333292	-0.489786239203887	-0.660690714129028	1	1	0
ENSG00000067829	1.11092532699351	-0.828196395153237	-0.282728931840275	1	1	1
ENSG00000067836	1.13431759596546	-0.754222139159858	-0.380095456805605	1	1	1
ENSG00000067955	1.1546564779673	-0.586063994023618	-0.568592483943679	1	1	1
ENSG00000068001	1.02098193149071	-0.977606499288319	-0.0433754322023883	1	1	1
ENSG00000068028	0.462619571396011	-1.14754520802189	0.684925636625879	1	0	1
ENSG00000068078	1.1415136494372	-0.721455003577635	-0.420058645859561	1	1	1
ENSG00000068308	1.11805213803306	-0.808965186562736	-0.309086951470325	1	1	1
ENSG00000068323	0.984988209194932	-1.01436446283811	0.0293762536431796	1	1	1
ENSG00000068354	0.864396349952126	-1.09523227111448	0.230835921162347	1	1	1
ENSG00000068366	1.15157309369656	-0.502236853404978	-0.649336240291581	1	1	0
ENSG00000068383	1.15467009551899	-0.570073650812287	-0.584596444706703	1	1	0
ENSG00000068394	1.15126706284014	-0.65269268087413	-0.498574381966007	1	1	1
ENSG00000068400	1.09230037433255	-0.870433888845417	-0.221866485487136	1	1	1
ENSG00000068438	1.15406177650241	-0.543773377639593	-0.610288398862813	1	1	0
ENSG00000068489	1.14734673794002	-0.686352547187654	-0.460994190752361	1	1	1
ENSG00000068650	1.15448733151369	-0.596459571428795	-0.558027760084897	1	1	1
ENSG00000068654	1.15468792873986	-0.572670591193501	-0.582017337546355	1	1	0
ENSG00000068697	1.15391996071521	-0.61372332075613	-0.540196639959079	1	1	1
ENSG00000068878	1.14561813825134	-0.697986187570463	-0.447631950680883	1	1	1
ENSG00000068903	1.11851961350198	-0.807625274677863	-0.310894338824118	1	1	1
ENSG00000069011	1.13469579166438	-0.752682985020288	-0.382012806644092	1	1	1
ENSG00000069248	1.14851747712369	-0.470911249206417	-0.677606227917275	1	1	0
ENSG00000069275	1.15442427332654	-0.599085587828168	-0.555338685498375	1	1	1
ENSG00000069329	1.15269803983099	-0.635216852620148	-0.517481187210843	1	1	1
ENSG00000069482	1.12910776024809	-0.77392615457952	-0.355181605668568	1	1	1
ENSG00000069849	1.14999705787645	-0.665165458333843	-0.484831599542605	1	1	1
ENSG00000069956	1.15467591666656	-0.583868318406428	-0.57080759826013	1	1	1
ENSG00000069966	1.04914361823785	-0.942271762713725	-0.106871855524122	1	1	1
ENSG00000069998	1.14794227649568	-0.682005379928155	-0.465936896567522	1	1	1
ENSG00000070081	1.15402736813173	-0.611154937736569	-0.542872430395166	1	1	1
ENSG00000070087	1.137827852026	-0.739239597493894	-0.398588254532109	1	1	1
ENSG00000070182	1.1544482051557	-0.556319409095456	-0.598128796060241	1	1	0
ENSG00000070214	1.13855228318331	-0.40262073710818	-0.735931546075132	1	1	0
ENSG00000070367	1.15090804753513	-0.656435500595005	-0.494472546940127	1	1	1
ENSG00000070413	1.1515766039059	-0.649296764067296	-0.502279839838603	1	1	1
ENSG00000070423	0.839324397268085	-1.10643065824246	0.267106260974378	1	1	1
ENSG00000070610	1.13620074640948	-0.746386373479321	-0.389814372930158	1	1	1
ENSG00000070614	1.136644171523	-0.744475486259755	-0.392168685263242	1	1	1
ENSG00000070756	1.15464056042573	-0.567128020168432	-0.5875125402573	1	1	0
ENSG00000070761	1.15466724453052	-0.58492742277811	-0.569739821752406	1	1	1
ENSG00000070785	1.13707801583243	-0.394498238459938	-0.742579777372495	1	1	0
ENSG00000070961	1.13063036248831	-0.362198865886036	-0.768431496602276	1	1	0
ENSG00000071054	1.15468660845582	-0.582255247794234	-0.572431360661585	1	1	1
